'ACHInterMediate', 'UniqueID', None, 'NO', 'decimal', None, 19
'IPMMaster', 'TxnCategoryIndicator', None, 'YES', 'varchar', 2, None
'IPMMaster', 'MCElectronicCardIndicator', None, 'YES', 'varchar', 1, None
'IPMMaster', 'TaxAmountRateTypeCode', None, 'YES', 'varchar', 3, None
'IPMMaster', 'TaxAmountValueAddedTax', None, 'YES', 'money', None, 19
'IPMMaster', 'TaxAmountCurrencyCode', None, 'YES', 'varchar', 3, None
'IPMMaster', 'TaxAmountCurrencyExponent', None, 'YES', 'varchar', 1, None
'IPMMaster', 'TaxAmountDebitCreditIndicator', None, 'YES', 'varchar', 1, None
'IPMMaster', 'FeeCollectionControlNumber', None, 'YES', 'char', 20, None
'IPMMaster', 'TransmissionDateTime', None, 'YES', 'datetime', None, None
'IPMMaster', 'TxnSource', None, 'YES', 'char', 4, None
'IPMMaster', 'AlternateTransactionFee_CurrencyCode', None, 'YES', 'varchar', 3, None
'IPMMaster', 'AlternateTransactionFee_Amount', None, 'YES', 'money', None, 19
'IPMMaster', 'FeeTypeCodeTxnFee1', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeProcessCodeTxnFee1', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeSettleIndicator1', None, 'YES', 'char', 2, None
'IPMMaster', 'CurrencyCodeFee1', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeTxnFee1', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyCodeFeeRecon1', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeRecon1', None, 'YES', 'money', None, 19
'IPMMaster', 'FeeTypeCodeTxnFee2', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeProcessCodeTxnFee2', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeSettleIndicator2', None, 'YES', 'char', 2, None
'IPMMaster', 'CurrencyCodeFee2', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeTxnFee2', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyCodeFeeRecon2', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeRecon2', None, 'YES', 'money', None, 19
'IPMMaster', 'FeeTypeCodeTxnFee3', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeProcessCodeTxnFee3', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeSettleIndicator3', None, 'YES', 'char', 2, None
'IPMMaster', 'CurrencyCodeFee3', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeTxnFee3', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyCodeFeeRecon3', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeRecon3', None, 'YES', 'money', None, 19
'IPMMaster', 'FeeTypeCodeTxnFee4', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeProcessCodeTxnFee4', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeSettleIndicator4', None, 'YES', 'char', 2, None
'IPMMaster', 'CurrencyCodeFee4', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeTxnFee4', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyCodeFeeRecon4', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeRecon4', None, 'YES', 'money', None, 19
'IPMMaster', 'FeeTypeCodeTxnFee5', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeProcessCodeTxnFee5', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeSettleIndicator5', None, 'YES', 'char', 2, None
'IPMMaster', 'CurrencyCodeFee5', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeTxnFee5', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyCodeFeeRecon5', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeRecon5', None, 'YES', 'money', None, 19
'IPMMaster', 'FeeTypeCodeTxnFee6', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeProcessCodeTxnFee6', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeSettleIndicator6', None, 'YES', 'char', 2, None
'IPMMaster', 'CurrencyCodeFee6', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeTxnFee6', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyCodeFeeRecon6', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeRecon6', None, 'YES', 'money', None, 19
'IPMMaster', 'FeeTypeCodeTxnFee7', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeProcessCodeTxnFee7', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeSettleIndicator7', None, 'YES', 'char', 2, None
'IPMMaster', 'CurrencyCodeFee7', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeTxnFee7', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyCodeFeeRecon7', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeRecon7', None, 'YES', 'money', None, 19
'IPMMaster', 'FeeTypeCodeTxnFee8', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeProcessCodeTxnFee8', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeSettleIndicator8', None, 'YES', 'char', 2, None
'IPMMaster', 'CurrencyCodeFee8', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeTxnFee8', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyCodeFeeRecon8', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeRecon8', None, 'YES', 'money', None, 19
'IPMMaster', 'FeeTypeCodeTxnFee9', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeProcessCodeTxnFee9', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeSettleIndicator9', None, 'YES', 'char', 2, None
'IPMMaster', 'CurrencyCodeFee9', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeTxnFee9', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyCodeFeeRecon9', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeRecon9', None, 'YES', 'money', None, 19
'IPMMaster', 'FeeTypeCodeTxnFee10', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeProcessCodeTxnFee10', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeSettleIndicator10', None, 'YES', 'char', 2, None
'IPMMaster', 'CurrencyCodeFee10', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeTxnFee10', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyCodeFeeRecon10', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeRecon10', None, 'YES', 'money', None, 19
'IPMMaster', 'FeeTypeCodeTxnFee11', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeProcessCodeTxnFee11', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeSettleIndicator11', None, 'YES', 'char', 2, None
'IPMMaster', 'CurrencyCodeFee11', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeTxnFee11', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyCodeFeeRecon11', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeRecon11', None, 'YES', 'money', None, 19
'IPMMaster', 'FeeTypeCodeTxnFee12', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeProcessCodeTxnFee12', None, 'YES', 'char', 2, None
'IPMMaster', 'FeeSettleIndicator12', None, 'YES', 'char', 2, None
'IPMMaster', 'CurrencyCodeFee12', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeTxnFee12', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyCodeFeeRecon12', None, 'YES', 'char', 3, None
'IPMMaster', 'AmountFeeRecon12', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyExponent', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode1_148', None, 'YES', 'varchar', 3, None
'IPMMaster', 'CurrencyExponent1', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode2_148', None, 'YES', 'varchar', 3, None
'IPMMaster', 'CurrencyExponent2', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode3_148', None, 'YES', 'varchar', 3, None
'IPMMaster', 'CurrencyExponent3', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode4_148', None, 'YES', 'varchar', 3, None
'IPMMaster', 'CurrencyExponent4', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode5_148', None, 'YES', 'varchar', 3, None
'IPMMaster', 'CurrencyExponent5', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode6', None, 'YES', 'char', 3, None
'IPMMaster', 'CurrencyExponent6', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode7', None, 'YES', 'char', 3, None
'IPMMaster', 'CurrencyExponent7', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode8', None, 'YES', 'char', 3, None
'IPMMaster', 'CurrencyExponent8', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode9', None, 'YES', 'char', 3, None
'IPMMaster', 'CurrencyExponent9', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode10', None, 'YES', 'char', 3, None
'IPMMaster', 'CurrencyExponent10', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode11', None, 'YES', 'char', 3, None
'IPMMaster', 'CurrencyExponent11', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode12', None, 'YES', 'char', 3, None
'IPMMaster', 'CurrencyExponent12', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyExponent13', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode14', None, 'YES', 'char', 3, None
'IPMMaster', 'CurrencyExponent14', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCode15', None, 'YES', 'char', 3, None
'IPMMaster', 'CurrencyExponent15', None, 'YES', 'char', 1, None
'IPMMaster', 'CurrencyCodeOriginalTxnAmount', None, 'YES', 'char', 3, None
'IPMMaster', 'CurrencyCodeOrgReconAmount', None, 'YES', 'char', 3, None
'IPMMaster', 'AlternateProcessorIndicator', None, 'YES', 'varchar', 4, None
'IPMMaster', 'MCAssignedIDOvrrideIndicator', None, 'YES', 'char', 1, None
'IPMMaster', 'FutureUse1_PDS0044', None, 'YES', 'varchar', 1, None
'IPMMaster', 'PDS0158FutureUse11', None, 'YES', 'varchar', 1, None
'IPMMaster', 'PDS0158FutureUse13', None, 'YES', 'varchar', 1, None
'IPMMaster', 'PDS0158FutureUse14', None, 'YES', 'varchar', 1, None
'IPMMaster', 'AcceptanceBrandIDcode', None, 'YES', 'char', 3, None
'IPMMaster', 'BusinessServiceIDCode', None, 'YES', 'char', 6, None
'IPMMaster', 'BusinessServiceLevelCode', None, 'YES', 'char', 1, None
'IPMMaster', 'mccoverrideindicator', None, 'YES', 'varchar', 1, None
'IPMMaster', 'productoverrideindicator', None, 'YES', 'varchar', 3, None
'IPMMaster', 'rateapplyindicator', None, 'YES', 'varchar', 1, None
'IPMMaster', 'BusinessDate', None, 'YES', 'datetime', None, None
'IPMMaster', 'BusinessCycle', None, 'YES', 'char', 2, None
'IPMMaster', 'SettlementAgreementInfo', None, 'YES', 'char', 29, None
'IPMMaster', 'SettlementIndicator', None, 'YES', 'char', 1, None
'IPMMaster', 'DocumentationIndicator', None, 'YES', 'char', 1, None
'IPMMaster', 'deInterchangeRateIndicator_Out', None, 'YES', 'char', 2, None
'IPMMaster', 'InterchangeRateIndicator', None, 'YES', 'char', 2, None
'IPMMaster', 'CharacterSetIndicator', None, 'YES', 'char', 3, None
'IPMMaster', 'AdditionalContactInfo', None, 'YES', 'char', 25, None
'IPMMaster', 'MerchantTelephoneNumber', None, 'YES', 'char', 16, None
'IPMMaster', 'MerchantDescriptionData', None, 'YES', 'char', 198, None
'IPMMaster', 'SoleProprietorName', None, 'YES', 'char', 30, None
'IPMMaster', 'LegalCorporateName', None, 'YES', 'char', 30, None
'IPMMaster', 'DUN_Dun_Bradstreet', None, 'YES', 'char', 15, None
'IPMMaster', 'CrossBorderIndicator', None, 'YES', 'varchar', 1, None
'IPMMaster', 'CurrencyIndicator', None, 'YES', 'varchar', 1, None
'IPMMaster', 'CharacterSetIndicator2', None, 'YES', 'varchar', 3, None
'IPMMaster', 'CardAcceptorDataDesc', None, 'YES', 'varchar', 198, None
'IPMMaster', 'CardAcceptorURL', None, 'YES', 'char', 255, None
'IPMMaster', 'MerchantID', None, 'YES', 'char', 6, None
'IPMMaster', 'TypeofInstallments', None, 'YES', 'char', 2, None
'IPMMaster', 'NumberofInstallments', None, 'YES', 'char', 2, None
'IPMMaster', 'InterestRatePDS0181', None, 'YES', 'char', 5, None
'IPMMaster', 'FirstInstallmentAmountPDS0181', None, 'YES', 'char', 12, None
'IPMMaster', 'SubsequentInstallmentAmountPDS0181', None, 'YES', 'char', 12, None
'IPMMaster', 'AnnualPercentRatePDS0181', None, 'YES', 'char', 5, None
'IPMMaster', 'InstallmentFeePDS0181', None, 'YES', 'char', 12, None
'IPMMaster', 'CommissionRatePDS0181', None, 'YES', 'char', 5, None
'IPMMaster', 'CommissionSignPDS0181', None, 'YES', 'varchar', 1, None
'IPMMaster', 'CommissionAmountPDS0181', None, 'YES', 'char', 12, None
'IPMMaster', 'BankNetReferenceNumber', None, 'YES', 'char', 9, None
'IPMMaster', 'FormatNumber', None, 'YES', 'char', 1, None
'IPMMaster', 'PhoneData', None, 'YES', 'char', 40, None
'IPMMaster', 'PartnerIdCode', None, 'YES', 'char', 6, None
'IPMMaster', 'PaymentTransactionInitiator', None, 'YES', 'varchar', 3, None
'IPMMaster', 'OriginatingMessageFormat', None, 'YES', 'char', 1, None
'IPMMaster', 'RemotePymtsProgData', None, 'YES', 'varchar', 1, None
'IPMMaster', 'TNumberofInstallments', None, 'YES', 'varchar', 3, None
'IPMMaster', 'InstallmentOption', None, 'YES', 'varchar', 2, None
'IPMMaster', 'InstallmentNumber', None, 'YES', 'varchar', 3, None
'IPMMaster', 'BonusCode', None, 'YES', 'varchar', 1, None
'IPMMaster', 'BonusMonthCode', None, 'YES', 'varchar', 1, None
'IPMMaster', 'NoOfPayementPerYr', None, 'YES', 'varchar', 1, None
'IPMMaster', 'BonusAmount', None, 'YES', 'money', None, 19
'IPMMaster', 'FirstMonthBonusPayement', None, 'YES', 'varchar', 4, None
'IPMMaster', 'MobilePhoneNumber', None, 'YES', 'varchar', 17, None
'IPMMaster', 'MPhoneServiceProvider', None, 'YES', 'varchar', 30, None
'IPMMaster', 'TaxAmount1', None, 'YES', 'money', None, 19
'IPMMaster', 'TaxAmount2', None, 'YES', 'money', None, 19
'IPMMaster', 'TaxPercentage', None, 'YES', 'varchar', 5, None
'IPMMaster', 'TaxBaseAmount', None, 'YES', 'money', None, 19
'IPMMaster', 'TaxAmount3', None, 'YES', 'money', None, 19
'IPMMaster', 'PrimaryAcctNbrSyntErr', None, 'YES', 'varchar', 19, None
'IPMMaster', 'AmountSyntErr', None, 'YES', 'varchar', 12, None
'IPMMaster', 'DataElementID', None, 'YES', 'varchar', 5, None
'IPMMaster', 'ErrorSeverityCode', None, 'YES', 'varchar', 2, None
'IPMMaster', 'ErrorMessageCode', None, 'YES', 'varchar', 4, None
'IPMMaster', 'SubfieldID', None, 'YES', 'varchar', 3, None
'IPMMaster', 'ATMLatePresentmentIndicator', None, 'YES', 'varchar', 1, None
'IPMMaster', 'NbrDaysSinceTranOccurred', None, 'YES', 'varchar', 3, None
'IPMMaster', 'WalletIdentifier', None, 'YES', 'varchar', 3, None
'IPMMaster', 'TransitTranTypeIndicator', None, 'YES', 'varchar', 2, None
'IPMMaster', 'TranspModeIndicator', None, 'YES', 'varchar', 2, None
'IPMMaster', 'ConvertedToAccountNumber', None, 'YES', 'varchar', 4, None
'IPMMaster', 'RetrievalDocumentCode', None, 'YES', 'char', 1, None
'IPMMaster', 'MCControlNo', None, 'YES', 'char', 7, None
'IPMMaster', 'DateFirstReturnBus', None, 'YES', 'datetime', None, None
'IPMMaster', 'EditExclResultsCode', None, 'YES', 'char', 1, None
'IPMMaster', 'MCIssRetrievalReqDate', None, 'YES', 'datetime', None, None
'IPMMaster', 'MCAcqRetrievalRespCode', None, 'YES', 'char', 1, None
'IPMMaster', 'MCAcqRetrievalRespSentDate', None, 'YES', 'datetime', None, None
'IPMMaster', 'MCIssuerResponseCode', None, 'YES', 'char', 2, None
'IPMMaster', 'MCIssuerResponseDate', None, 'YES', 'datetime', None, None
'IPMMaster', 'MCIssuerRejectReasons', None, 'YES', 'char', 10, None
'IPMMaster', 'MCImageReviewDecision', None, 'YES', 'char', 1, None
'IPMMaster', 'MCImageReviewDate', None, 'YES', 'datetime', None, None
'IPMMaster', 'MCCbackSuppDocDate1', None, 'YES', 'datetime', None, None
'IPMMaster', 'MCCbackDocProcDate2P', None, 'YES', 'datetime', None, None
'IPMMaster', 'MasterComSenderMemo', None, 'YES', 'varchar', 100, None
'IPMMaster', 'MasterComReceiverMemo', None, 'YES', 'varchar', 100, None
'IPMMaster', 'MasterComImageReviewMemo_PDS0248', None, 'YES', 'varchar', 100, None
'IPMMaster', 'MasterComRecordId', None, 'YES', 'varchar', 10, None
'IPMMaster', 'MasterComSenderEndpointNbr', None, 'YES', 'varchar', 7, None
'IPMMaster', 'MasterComRecieverEndpointNbr', None, 'YES', 'varchar', 7, None
'IPMMaster', 'MasterComSystemEnhancedData', None, 'YES', 'varchar', 999, None
'IPMMaster', 'MasterComMemberEnhancedData', None, 'YES', 'varchar', 999, None
'IPMMaster', 'MasterComMessageType', None, 'YES', 'varchar', 7, None
'IPMMaster', 'MCPreferedAcqrEndPoint', None, 'YES', 'char', 7, None
'IPMMaster', 'ExclusionRequestCode', None, 'YES', 'char', 2, None
'IPMMaster', 'ExclusionReasonCode', None, 'YES', 'char', 1, None
'IPMMaster', 'ExclusionResultsCode', None, 'YES', 'char', 1, None
'IPMMaster', 'InterchangeLifeCycleValidationCode', None, 'YES', 'varchar', 15, None
'IPMMaster', 'DocIndicator', None, 'YES', 'char', 1, None
'IPMMaster', 'InitialMessageReasonCode', None, 'YES', 'char', 4, None
'IPMMaster', 'DateInitialPresentmtBussiness', None, 'YES', 'datetime', None, None
'IPMMaster', 'EditExclReasonCode', None, 'YES', 'char', 1, None
'IPMMaster', 'AmountFirstReturn', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrCodeFirstReturn', None, 'YES', 'char', 3, None
'IPMMaster', 'DataRecFirstReturn', None, 'YES', 'char', 100, None
'IPMMaster', 'MessageReasonCodeSec', None, 'YES', 'char', 4, None
'IPMMaster', 'DateSecondReturnBus', None, 'YES', 'datetime', None, None
'IPMMaster', 'AmountSecondReturn', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrCodeSecondReturn', None, 'YES', 'char', 3, None
'IPMMaster', 'DataRecSecondReturn', None, 'YES', 'char', 100, None
'IPMMaster', 'AmountPartialTransaction', None, 'YES', 'money', None, 19
'IPMMaster', 'CurrencyCodePartialTransaction', None, 'YES', 'char', 3, None
'IPMMaster', 'SettlementTransferAgentID', None, 'YES', 'char', 11, None
'IPMMaster', 'SettleTransferAgentAcct', None, 'YES', 'char', 28, None
'IPMMaster', 'SettlementLevelCode', None, 'YES', 'char', 1, None
'IPMMaster', 'SettlementServiceIDCode', None, 'YES', 'char', 10, None
'IPMMaster', 'SettleForeignExchRateClass', None, 'YES', 'char', 1, None
'IPMMaster', 'ReconciliationIndicator', None, 'YES', 'char', 3, None
'IPMMaster', 'ReconciliationDate', None, 'YES', 'datetime', None, None
'IPMMaster', 'ReconciliationCycle', None, 'YES', 'char', 2, None
'IPMMaster', 'SettlementDate', None, 'YES', 'datetime', None, None
'IPMMaster', 'SettlementCycle', None, 'YES', 'char', 2, None
'IPMMaster', 'MemberReconIndicator1', None, 'YES', 'char', 99, None
'IPMMaster', 'TranFeeAmtSyntErr', None, 'YES', 'varchar', 12, None
'IPMMaster', 'CustomerServiceNumber', None, 'YES', 'char', 16, None
'IPMMaster', 'MemberToMemberProprietary_PDS1000', None, 'YES', 'varchar', 992, None
'IPMMaster', 'TotalTransactionNumber', None, 'YES', 'char', 10, None
'IPMMaster', 'AmountTransaction', None, 'YES', 'money', None, 19
'IPMMaster', 'AmtTranInTranCurr', None, 'YES', 'money', None, 19
'IPMMaster', 'VirtualAccountNumber', None, 'YES', 'varbinary', 100, None
'IPMMaster', 'FileReversalIndicator', None, 'YES', 'char', 1, None
'IPMMaster', 'SourceMessageNumberID', None, 'YES', 'char', 8, None
'IPMMaster', 'CardProgramIdentifier', None, 'YES', 'varchar', 3, None
'IPMMaster', 'BussinessServiceAgreementTypeCode', None, 'YES', 'varchar', 1, None
'IPMMaster', 'deBusinessServiceIDCode', None, 'YES', 'varchar', 6, None
'IPMMaster', 'SourceFileType', None, 'YES', 'char', 3, None
'IPMMaster', 'SourceFileReferenceDate', None, 'YES', 'datetime', None, None
'IPMMaster', 'SourceProcessorID', None, 'YES', 'char', 11, None
'IPMMaster', 'SourceFileSeqNumber', None, 'YES', 'char', 5, None
'IPMMaster', 'PDSData', None, 'YES', 'varchar', 1250, None
'IPMMaster', 'ReconFileType', None, 'YES', 'char', 3, None
'IPMMaster', 'ReconFileReferenceDate', None, 'YES', 'datetime', None, None
'IPMMaster', 'ReconProcessorID', None, 'YES', 'char', 11, None
'IPMMaster', 'ReconFileSeqNumber', None, 'YES', 'char', 5, None
'IPMMaster', 'ReconciledMemberActivity', None, 'YES', 'char', 1, None
'IPMMaster', 'ReconAcceptBrandIdCode', None, 'YES', 'char', 3, None
'IPMMaster', 'ReconBusiServiceLevelCode', None, 'YES', 'char', 1, None
'IPMMaster', 'ReconBusinessServiceIDCode', None, 'YES', 'char', 6, None
'IPMMaster', 'ReconInterchgRateIndicator', None, 'YES', 'char', 2, None
'IPMMaster', 'ReconBusinessDate', None, 'YES', 'datetime', None, None
'IPMMaster', 'ReconBusinessCycle', None, 'YES', 'char', 2, None
'IPMMaster', 'ReconFunctionCode', None, 'YES', 'char', 3, None
'IPMMaster', 'ReconMsgTypeIdentifier', None, 'YES', 'char', 4, None
'IPMMaster', 'ReconProcessingCode', None, 'YES', 'char', 2, None
'IPMMaster', 'ReconSettleTransferAgentID', None, 'YES', 'char', 11, None
'IPMMaster', 'ReconSettleTransAgentAcct', None, 'YES', 'char', 28, None
'IPMMaster', 'ReconSettleLevelCode', None, 'YES', 'char', 1, None
'IPMMaster', 'ReconSettleServiceIDCode', None, 'YES', 'char', 10, None
'IPMMaster', 'ReconSettleExchgRateClass', None, 'YES', 'char', 1, None
'IPMMaster', 'ReconReconciliationCycle', None, 'YES', 'char', 2, None
'IPMMaster', 'ReconReconciliationDate', None, 'YES', 'datetime', None, None
'IPMMaster', 'ReconSettlementDate', None, 'YES', 'datetime', None, None
'IPMMaster', 'ReconSettlementCycle', None, 'YES', 'char', 2, None
'IPMMaster', 'ReconciledCardProgramIdentifier', None, 'YES', 'varchar', 3, None
'IPMMaster', 'ReconciledTransactionFunctionGroupCode', None, 'YES', 'varchar', 2, None
'IPMMaster', 'ReconciledAcquirerBIN', None, 'YES', 'varchar', 6, None
'IPMMaster', 'MCAssignedIDOvrrideIndicator2', None, 'YES', 'varchar', 1, None
'IPMMaster', 'PDS0358FutureUse12', None, 'YES', 'varchar', 1, None
'IPMMaster', 'PDS0358FutureUse13', None, 'YES', 'varchar', 1, None
'IPMMaster', 'PDS0358FutureUse14', None, 'YES', 'varchar', 1, None
'IPMMaster', 'BeginingAcctRangeID', None, 'YES', 'char', 19, None
'IPMMaster', 'EndingAcctRangeID', None, 'YES', 'char', 19, None
'IPMMaster', 'OriginalReversalTotalIndicator', None, 'YES', 'char', 1, None
'IPMMaster', 'deCreditDebitIndicator1_Out', None, 'YES', 'char', 1, None
'IPMMaster', 'deCreditDebitIndicator2_Out', None, 'YES', 'char', 1, None
'IPMMaster', 'AmountNetUnsigned', None, 'YES', 'money', None, 19
'IPMMaster', 'deCreditDebitIndicator3_Out', None, 'YES', 'char', 1, None
'IPMMaster', 'AmtTranDrInReconCurr', None, 'YES', 'money', None, 19
'IPMMaster', 'deCreditDebitIndicator4_Out', None, 'YES', 'char', 1, None
'IPMMaster', 'AmtTranCrInReconCurr', None, 'YES', 'money', None, 19
'IPMMaster', 'deCreditDebitIndicator5_Out', None, 'YES', 'char', 1, None
'IPMMaster', 'deCreditDebitIndicator6_Out', None, 'YES', 'char', 1, None
'IPMMaster', 'deCreditDebitIndicator7_Out', None, 'YES', 'char', 1, None
'IPMMaster', 'AmtNetInReconCurr', None, 'YES', 'money', None, 19
'IPMMaster', 'deCreditDebitIndicator8_Out', None, 'YES', 'char', 1, None
'IPMMaster', 'AmtNetFeeInReconCurr', None, 'YES', 'money', None, 19
'IPMMaster', 'deCreditDebitIndicator9_Out', None, 'YES', 'char', 1, None
'IPMMaster', 'AmountNetTotalUnsigned', None, 'YES', 'money', None, 19
'IPMMaster', 'deCreditDebitIndicator10_Out', None, 'YES', 'char', 1, None
'IPMMaster', 'DebitsTransactionNumber', None, 'YES', 'char', 10, None
'IPMMaster', 'CreditsTransactionNumber', None, 'YES', 'char', 10, None
'IPMMaster', 'PDS0397', None, 'YES', 'varchar', 40, None
'IPMMaster', 'PDS0398', None, 'YES', 'varchar', 40, None
'IPMMaster', 'PDS0399', None, 'YES', 'varchar', 40, None
'IPMMaster', 'PAN_Hash', None, 'YES', 'int', None, 10
'IPMMaster', 'CardNumber4Digits', None, 'YES', 'char', 4, None
'IPMMaster', 'BINNumber', None, 'YES', 'varchar', 9, None
'IPMMaster', 'MTCGrpName', None, 'YES', 'int', None, 10
'IPMMaster', 'MerchantAcctID', None, 'YES', 'int', None, 10
'IPMMaster', 'ChargeAssmtFee', None, 'YES', 'tinyint', None, 3
'IPMMaster', 'AuthTranTime', None, 'YES', 'datetime', None, None
'IPMMaster', 'LoyaltyFlag', None, 'YES', 'int', None, 10
'IPMMaster', 'AcquirerRefNumber', None, 'YES', 'char', 23, None
'IPMMaster', 'TokenUniqueReference', None, 'YES', 'varchar', 48, None
'IPMMaster', 'PANUniqueReference', None, 'YES', 'varchar', 48, None
'IPMMaster', 'PaymentHash', None, 'YES', 'char', 100, None
'IPMMaster', 'ATMStateProvCode', None, 'YES', 'char', 3, None
'IPMMaster', 'CallOriginStateCode', None, 'YES', 'char', 3, None
'IPMMaster', 'ProgramParticipationIndicator', None, 'YES', 'varchar', 20, None
'IPMMaster', 'AuthStatusCA', None, 'YES', 'varchar', 5, None
'IPMMaster', 'AuthStatusCI', None, 'YES', 'varchar', 5, None
'IPMMaster', 'CVC1CVC2', None, 'YES', 'char', 1, None
'IPMMaster', 'OutstandingAmt_EA', None, 'YES', 'money', None, 19
'IPMMaster', 'OutstandingAmt_BSP', None, 'YES', 'money', None, 19
'IPMMaster', 'IPMOrgTerminalType', None, 'YES', 'varchar', 3, None
'IPMMaster', 'IPM_POSCardDataInputMode', None, 'YES', 'varchar', 1, None
'IPMMaster', 'IPMCrossBorderIndicator', None, 'YES', 'varchar', 1, None
'IPMMaster', 'ProcCodeIPM', None, 'YES', 'varchar', 2, None
'IPMMaster', 'CPSEnvironment', None, 'YES', 'varchar', 30, None
'IPMMaster', 'DigitalWalletIntrchngOverrideIndic0158', None, 'YES', 'varchar', 1, None
'IPMMaster', 'DigitalWalletIntrchngOverrideIndic0358', None, 'YES', 'varchar', 1, None
'IPMMaster', 'DomesticMerchantTaxID_0221', None, 'YES', 'varchar', 20, None
'IPMMaster', 'FinancialAcctInfo_0068', None, 'YES', 'varchar', 70, None
'IPMMaster', 'ClaimID', None, 'YES', 'varchar', 64, None
'LogArTxnAddl', 'TranId', None, 'NO', 'decimal', None, 19
'LogArTxnAddl', 'ARTxnBusinessDate', None, 'NO', 'datetime', None, None
